Country_code,Covid_Vaccine_Adm_Tot_A1D,Covid_Vaccine_Adm_Tot_Boost,Covid_Vaccine_Adm_Tot_Cps,Covid_Vaccine_Adm_Tot_Doses,Covid_Vaccine_Adm_Tot_Doses_Per100,Covid_Vaccine_Cov_Tot_A1D,Covid_Vaccine_Cov_Tot_Boost,Covid_Vaccine_Cov_Tot_Cps,Covid_Vaccine_Date_Intro_First,Covid_Vaccine_Date_Report_Tot_Last,Date_reported
ABW,4606.0,,,4606.0,4.0,4.0,,,2021-02-17,2023-12-29,2021-02-28
ABW,16768.0,,10086.0,26854.0,25.0,16.0,,9.0,2021-02-17,2023-12-29,2021-03-28
ABW,53837.0,,20910.0,74747.0,70.0,50.0,,20.0,2021-02-17,2023-12-29,2021-04-25
ABW,62980.0,,50725.0,113706.0,107.0,59.0,,48.0,2021-02-17,2023-12-29,2021-05-30
ABW,67601.0,,58865.0,126466.0,118.0,63.0,,55.0,2021-02-17,2023-12-29,2021-06-27
ABW,72648.0,,64566.0,137214.0,129.0,68.0,,60.0,2021-02-17,2023-12-29,2021-07-25
ABW,78618.0,,69476.0,148093.0,139.0,74.0,,65.0,2021-02-17,2023-12-29,2021-08-29
ABW,81277.0,,74682.0,155959.0,146.0,76.0,,70.0,2021-02-17,2023-12-29,2021-09-26
ABW,82633.0,,76766.0,159399.0,149.0,77.0,,72.0,2021-02-17,2023-12-29,2021-10-31
ABW,83629.0,,78001.0,161630.0,151.0,78.0,,73.0,2021-02-17,2023-12-29,2021-11-28
ABW,84624.0,,78912.0,163536.0,153.0,79.0,,74.0,2021-02-17,2023-12-29,2021-12-26
ABW,86566.0,,79774.0,166340.0,156.0,81.0,,75.0,2021-02-17,2023-12-29,2022-01-30
ABW,87399.0,,80460.0,167859.0,157.0,82.0,,75.0,2021-02-17,2023-12-29,2022-02-27
ABW,87903.0,,81374.0,169276.0,159.0,82.0,,76.0,2021-02-17,2023-12-29,2022-03-27
ABW,88382.0,,81935.0,170317.0,160.0,83.0,,77.0,2021-02-17,2023-12-29,2022-04-24
ABW,88818.0,,82348.0,171166.0,160.0,83.0,,77.0,2021-02-17,2023-12-29,2022-05-29
ABW,89173.0,,82828.0,172002.0,161.0,84.0,,78.0,2021-02-17,2023-12-29,2022-06-26
ABW,89478.0,,83214.0,172692.0,162.0,84.0,,78.0,2021-02-17,2023-12-29,2022-07-31
ABW,89675.0,,83436.0,173110.0,162.0,84.0,,78.0,2021-02-17,2023-12-29,2022-08-28
ABW,89815.0,,83609.0,173424.0,162.0,84.0,,78.0,2021-02-17,2023-12-29,2022-09-25
ABW,89971.0,,83777.0,173747.0,163.0,84.0,,78.0,2021-02-17,2023-12-29,2022-10-30
ABW,90079.0,,83904.0,173983.0,163.0,84.0,,79.0,2021-02-17,2023-12-29,2022-11-27
ABW,90149.0,,83989.0,174138.0,163.0,84.0,,79.0,2021-02-17,2023-12-29,2022-12-25
ABW,90226.0,,84064.0,174290.0,163.0,85.0,,79.0,2021-02-17,2023-12-29,2023-01-29
ABW,90282.0,35659.0,84120.0,216630.0,203.0,85.0,33.0,79.0,2021-02-17,2023-12-29,2023-02-26
ABW,90357.0,35659.0,84196.0,216781.0,203.0,85.0,33.0,79.0,2021-02-17,2023-12-29,2023-03-26
ABW,90420.0,35659.0,84247.0,216894.0,203.0,85.0,33.0,79.0,2021-02-17,2023-12-29,2023-04-30
ABW,90448.0,35659.0,84294.0,216969.0,203.0,85.0,33.0,79.0,2021-02-17,2023-12-29,2023-05-28
ABW,90456.0,35659.0,84317.0,217001.0,203.0,85.0,33.0,79.0,2021-02-17,2023-12-29,2023-06-25
ABW,90467.0,35659.0,84330.0,217024.0,203.0,85.0,33.0,79.0,2021-02-17,2023-12-29,2023-07-30
ABW,90473.0,35659.0,84337.0,217039.0,203.0,85.0,33.0,79.0,2021-02-17,2023-12-29,2023-08-27
ABW,90477.0,35659.0,84341.0,217045.0,203.0,85.0,33.0,79.0,2021-02-17,2023-12-29,2023-09-24
ABW,90485.0,35659.0,84344.0,217057.0,203.0,85.0,33.0,79.0,2021-02-17,2023-12-29,2023-10-29
ABW,90493.0,35659.0,84358.0,217102.0,203.0,85.0,33.0,79.0,2021-02-17,2023-12-29,2023-11-26
ABW,90493.0,35659.0,84363.0,217124.0,203.0,85.0,33.0,79.0,2021-02-17,2023-12-29,2023-12-31
AFG,12262.0,,,12262.0,,,,,2021-02-22,2023-12-31,2021-02-28
AFG,55294.0,,,55294.0,,,,,2021-02-22,2023-12-31,2021-03-28
AFG,314585.0,,34500.0,349085.0,1.0,1.0,,,2021-02-22,2023-12-31,2021-04-25
AFG,480714.0,,128151.0,608865.0,2.0,1.0,,,2021-02-22,2023-12-31,2021-05-30
AFG,699200.0,,187654.0,886854.0,2.0,2.0,,,2021-02-22,2023-12-31,2021-06-27
AFG,1013928.0,,658341.0,1421972.0,4.0,3.0,,2.0,2021-02-22,2023-12-31,2021-07-25
AFG,1569652.0,,1206650.0,1979652.0,5.0,4.0,,3.0,2021-02-22,2023-12-31,2021-08-29
AFG,1959625.0,,1577760.0,2369625.0,6.0,5.0,,4.0,2021-02-22,2023-12-31,2021-09-26
AFG,2919190.0,,2577222.0,3398410.0,9.0,7.0,,7.0,2021-02-22,2023-12-31,2021-10-31
AFG,3903647.0,,3572048.0,4403343.0,11.0,10.0,,9.0,2021-02-22,2023-12-31,2021-11-28
AFG,4240816.0,,3773096.0,4778036.0,12.0,11.0,,10.0,2021-02-22,2023-12-31,2021-12-26
AFG,4554648.0,,3892831.0,5125146.0,13.0,12.0,,10.0,2021-02-22,2023-12-31,2022-01-30
AFG,4907147.0,,4232640.0,5535999.0,14.0,13.0,,11.0,2021-02-22,2023-12-31,2022-02-27
AFG,5173091.0,,4517202.0,5855583.0,15.0,13.0,,12.0,2021-02-22,2023-12-31,2022-03-27
AFG,5299506.0,,4649565.0,6000182.0,15.0,14.0,,12.0,2021-02-22,2023-12-31,2022-04-24
AFG,5455336.0,,4806339.0,6170059.0,16.0,14.0,,12.0,2021-02-22,2023-12-31,2022-05-29
AFG,5713284.0,,5064430.0,6445359.0,17.0,15.0,,13.0,2021-02-22,2023-12-31,2022-06-26
AFG,8036859.0,,7281848.0,8786943.0,23.0,21.0,,19.0,2021-02-22,2023-12-31,2022-07-31
AFG,10730669.0,,9939590.0,11562525.0,30.0,28.0,,26.0,2021-02-22,2023-12-31,2022-08-28
AFG,10949460.0,,10258598.0,11902389.0,31.0,28.0,,26.0,2021-02-22,2023-12-31,2022-09-25
AFG,11128623.0,,10425250.0,12101673.0,31.0,29.0,,27.0,2021-02-22,2023-12-31,2022-10-30
AFG,11303351.0,,10597783.0,12286782.0,32.0,29.0,,27.0,2021-02-22,2023-12-31,2022-11-27
AFG,11502479.0,,10796858.0,12494754.0,32.0,30.0,,28.0,2021-02-22,2023-12-31,2022-12-25
AFG,11708261.0,,10988243.0,12709857.0,33.0,30.0,,28.0,2021-02-22,2023-12-31,2023-01-29
AFG,13441995.0,639602.0,12723156.0,15093798.0,39.0,35.0,2.0,33.0,2021-02-22,2023-12-31,2023-02-26
AFG,14498963.0,1025067.0,13786355.0,16551612.0,43.0,37.0,3.0,35.0,2021-02-22,2023-12-31,2023-03-26
AFG,14778598.0,1088148.0,14064253.0,16902291.0,43.0,38.0,3.0,36.0,2021-02-22,2023-12-31,2023-04-30
AFG,16099123.0,1607257.0,15392745.0,18754242.0,48.0,41.0,4.0,40.0,2021-02-22,2023-12-31,2023-05-28
AFG,17307761.0,2067182.0,16578402.0,20423483.0,52.0,44.0,5.0,43.0,2021-02-22,2023-12-31,2023-06-25
AFG,17557056.0,2145036.0,16810376.0,20760028.0,53.0,45.0,6.0,43.0,2021-02-22,2023-12-31,2023-07-30
AFG,17901120.0,2258443.0,17128415.0,21230712.0,55.0,46.0,6.0,44.0,2021-02-22,2023-12-31,2023-08-27
AFG,18269553.0,2384225.0,17491603.0,21731857.0,56.0,47.0,6.0,45.0,2021-02-22,2023-12-31,2023-09-24
AFG,18533184.0,2479032.0,17751940.0,22094985.0,57.0,48.0,6.0,46.0,2021-02-22,2023-12-31,2023-10-29
AFG,18926070.0,2638472.0,18144950.0,22647825.0,58.0,49.0,7.0,47.0,2021-02-22,2023-12-31,2023-11-26
AFG,19151369.0,2729940.0,18370386.0,22964750.0,59.0,49.0,7.0,47.0,2021-02-22,2023-12-31,2023-12-31
AGO,,,,138550.0,,,,,2021-03-10,2023-12-31,2021-03-28
AGO,471525.0,,,471525.0,1.0,1.0,,,2021-03-10,2023-12-31,2021-04-25
AGO,679034.0,,230181.0,909215.0,3.0,2.0,,1.0,2021-03-10,2023-12-31,2021-05-30
AGO,945721.0,,549762.0,1495483.0,5.0,3.0,,2.0,2021-03-10,2023-12-31,2021-06-27
AGO,965606.0,,681632.0,1647238.0,5.0,3.0,,2.0,2021-03-10,2023-12-31,2021-07-25
AGO,1150139.0,,912142.0,2062281.0,6.0,3.0,,3.0,2021-03-10,2023-12-31,2021-08-29
AGO,2316366.0,,1057192.0,3373558.0,10.0,7.0,,3.0,2021-03-10,2023-12-31,2021-09-26
AGO,4746716.0,,1763007.0,6509723.0,20.0,14.0,,5.0,2021-03-10,2023-12-31,2021-10-31
AGO,6571016.0,,3100291.0,9671307.0,29.0,20.0,,9.0,2021-03-10,2023-12-31,2021-11-28
AGO,7759725.0,,4029885.0,11482915.0,35.0,24.0,,12.0,2021-03-10,2023-12-31,2021-12-26
AGO,9885198.0,153143.0,4820767.0,14859108.0,45.0,30.0,,15.0,2021-03-10,2023-12-31,2022-01-30
AGO,10733511.0,237382.0,5568884.0,16539777.0,50.0,33.0,1.0,17.0,2021-03-10,2023-12-31,2022-02-27
AGO,11719154.0,329420.0,6108088.0,17593986.0,54.0,36.0,1.0,19.0,2021-03-10,2023-12-31,2022-03-27
AGO,12059919.0,369899.0,6327907.0,17886863.0,54.0,37.0,1.0,19.0,2021-03-10,2023-12-31,2022-04-24
AGO,12476692.0,464316.0,6655890.0,18961411.0,58.0,38.0,1.0,20.0,2021-03-10,2023-12-31,2022-05-29
AGO,13222868.0,778208.0,7487082.0,20571286.0,63.0,40.0,2.0,23.0,2021-03-10,2023-12-31,2022-06-26
AGO,13274748.0,991283.0,7756970.0,21623361.0,66.0,40.0,3.0,24.0,2021-03-10,2023-12-31,2022-07-31
AGO,14206520.0,1120681.0,7803640.0,22256779.0,68.0,43.0,3.0,24.0,2021-03-10,2023-12-31,2022-08-28
AGO,14220830.0,1127156.0,7814121.0,22601069.0,69.0,43.0,3.0,24.0,2021-03-10,2023-12-31,2022-09-25
AGO,14220830.0,1127156.0,7814121.0,23003821.0,70.0,43.0,3.0,24.0,2021-03-10,2023-12-31,2022-10-30
AGO,14506694.0,1230574.0,7976916.0,23392416.0,71.0,44.0,4.0,24.0,2021-03-10,2023-12-31,2022-11-27
AGO,15079129.0,1526098.0,8306664.0,23893345.0,73.0,46.0,5.0,25.0,2021-03-10,2023-12-31,2022-12-25
AGO,15152096.0,1584117.0,8365526.0,24065364.0,73.0,46.0,5.0,25.0,2021-03-10,2023-12-31,2023-01-29
AGO,15349780.0,1736921.0,8504173.0,24528274.0,75.0,47.0,5.0,26.0,2021-03-10,2023-12-31,2023-02-26
AGO,15540299.0,1883649.0,8647988.0,24929882.0,76.0,47.0,6.0,26.0,2021-03-10,2023-12-31,2023-03-26
AGO,15708883.0,2003851.0,8787086.0,25316586.0,77.0,48.0,6.0,27.0,2021-03-10,2023-12-31,2023-04-30
AGO,15866056.0,2106807.0,8917823.0,25666711.0,78.0,48.0,6.0,27.0,2021-03-10,2023-12-31,2023-05-28
AGO,16064015.0,2292659.0,9084231.0,26168737.0,80.0,49.0,7.0,28.0,2021-03-10,2023-12-31,2023-06-25
AGO,16216527.0,2499051.0,9261891.0,26660895.0,81.0,49.0,8.0,28.0,2021-03-10,2023-12-31,2023-07-30
AGO,16344825.0,2694943.0,9405476.0,27083990.0,82.0,50.0,8.0,29.0,2021-03-10,2023-12-31,2023-08-27
AGO,16451788.0,2913716.0,9522740.0,27492156.0,84.0,50.0,9.0,29.0,2021-03-10,2023-12-31,2023-09-24
AGO,16503960.0,2993086.0,9583736.0,27673512.0,84.0,50.0,9.0,29.0,2021-03-10,2023-12-31,2023-10-29
AGO,16530102.0,3020684.0,9593185.0,27742609.0,84.0,50.0,9.0,29.0,2021-03-10,2023-12-31,2023-11-26
AGO,16550642.0,3067091.0,9609080.0,27819132.0,85.0,50.0,9.0,29.0,2021-03-10,2023-12-31,2023-12-31
AIA,3734.0,,,3734.0,25.0,25.0,,,2021-02-05,2023-12-29,2021-02-28
AIA,5607.0,,14.0,5622.0,37.0,37.0,,,2021-02-05,2023-12-29,2021-03-28
AIA,6742.0,,2183.0,8925.0,59.0,45.0,,15.0,2021-02-05,2023-12-29,2021-04-25
AIA,9021.0,,5471.0,14492.0,97.0,60.0,,36.0,2021-02-05,2023-12-29,2021-05-30
AIA,9290.0,,6979.0,16268.0,108.0,62.0,,47.0,2021-02-05,2023-12-29,2021-06-27
AIA,9437.0,,8794.0,18231.0,122.0,63.0,,59.0,2021-02-05,2023-12-29,2021-07-25
AIA,9493.0,,8972.0,18465.0,123.0,63.0,,60.0,2021-02-05,2023-12-29,2021-08-29
AIA,9541.0,,9146.0,18687.0,125.0,64.0,,61.0,2021-02-05,2023-12-29,2021-09-26
AIA,9548.0,,9157.0,18705.0,125.0,64.0,,61.0,2021-02-05,2023-12-29,2021-10-31
AIA,9943.0,663.0,9202.0,19776.0,132.0,66.0,4.0,61.0,2021-02-05,2023-12-29,2021-11-28
AIA,10079.0,982.0,9223.0,20284.0,135.0,67.0,7.0,61.0,2021-02-05,2023-12-29,2021-12-26
AIA,10201.0,1976.0,9342.0,21519.0,143.0,68.0,13.0,62.0,2021-02-05,2023-12-29,2022-01-30
AIA,10400.0,2318.0,9539.0,22256.0,148.0,69.0,15.0,64.0,2021-02-05,2023-12-29,2022-02-27
AIA,10572.0,2518.0,9624.0,22714.0,151.0,70.0,17.0,64.0,2021-02-05,2023-12-29,2022-03-27
AIA,10630.0,2647.0,9886.0,23162.0,154.0,71.0,18.0,66.0,2021-02-05,2023-12-29,2022-04-24
AIA,10746.0,2801.0,10054.0,23601.0,157.0,72.0,19.0,67.0,2021-02-05,2023-12-29,2022-05-29
AIA,10816.0,2883.0,10192.0,23886.0,159.0,72.0,19.0,68.0,2021-02-05,2023-12-29,2022-06-26
AIA,10837.0,2950.0,10273.0,24060.0,160.0,72.0,20.0,68.0,2021-02-05,2023-12-29,2022-07-31
AIA,10846.0,2951.0,10314.0,24102.0,161.0,72.0,20.0,69.0,2021-02-05,2023-12-29,2022-08-28
AIA,10850.0,2998.0,10342.0,24408.0,163.0,72.0,20.0,69.0,2021-02-05,2023-12-29,2022-09-25
AIA,10852.0,2998.0,10369.0,24437.0,163.0,72.0,20.0,69.0,2021-02-05,2023-12-29,2022-10-30
AIA,10852.0,2998.0,10373.0,24441.0,163.0,72.0,20.0,69.0,2021-02-05,2023-12-29,2022-11-27
AIA,10853.0,3003.0,10377.0,24474.0,163.0,72.0,20.0,69.0,2021-02-05,2023-12-29,2022-12-25
AIA,10853.0,3003.0,10377.0,24474.0,163.0,72.0,20.0,69.0,2021-02-05,2023-12-29,2023-01-29
AIA,10854.0,3028.0,10380.0,24555.0,164.0,72.0,20.0,69.0,2021-02-05,2023-12-29,2023-02-26
AIA,10854.0,3046.0,10380.0,24604.0,164.0,72.0,20.0,69.0,2021-02-05,2023-12-29,2023-03-26
AIA,10854.0,3046.0,10380.0,24604.0,164.0,72.0,20.0,69.0,2021-02-05,2023-12-29,2023-04-30
AIA,10854.0,3046.0,10380.0,24611.0,164.0,72.0,20.0,69.0,2021-02-05,2023-12-29,2023-05-28
AIA,10855.0,3083.0,10380.0,24662.0,164.0,72.0,21.0,69.0,2021-02-05,2023-12-29,2023-06-25
AIA,10856.0,3124.0,10381.0,24718.0,165.0,72.0,21.0,69.0,2021-02-05,2023-12-29,2023-07-30
AIA,10857.0,3165.0,10381.0,24774.0,165.0,72.0,21.0,69.0,2021-02-05,2023-12-29,2023-08-27
AIA,10857.0,3205.0,10382.0,24828.0,165.0,72.0,21.0,69.0,2021-02-05,2023-12-29,2023-09-24
AIA,10858.0,3231.0,10382.0,24864.0,166.0,72.0,22.0,69.0,2021-02-05,2023-12-29,2023-10-29
AIA,10858.0,3231.0,10382.0,24864.0,166.0,72.0,22.0,69.0,2021-02-05,2023-12-29,2023-11-26
AIA,10858.0,3231.0,10382.0,24864.0,166.0,72.0,22.0,69.0,2021-02-05,2023-12-29,2023-12-31
ALB,2720.0,,,3094.0,,,,,2021-01-13,2023-12-23,2021-01-31
ALB,14196.0,,,16666.0,1.0,,,,2021-01-13,2023-09-10,2021-02-28
ALB,115557.0,,,120132.0,4.0,4.0,,,2021-01-13,2023-12-23,2021-03-28
ALB,389013.0,,,449686.0,16.0,14.0,,,2021-01-13,2023-12-23,2021-04-25
ALB,479054.0,,293256.0,772310.0,27.0,17.0,,10.0,2021-01-13,2023-12-23,2021-05-30
ALB,550086.0,,399061.0,949147.0,33.0,19.0,,14.0,2021-01-13,2023-12-23,2021-06-27
ALB,662267.0,,523196.0,1185464.0,41.0,23.0,,18.0,2021-01-13,2023-12-23,2021-07-25
ALB,830092.0,,640709.0,1470801.0,51.0,29.0,,22.0,2021-01-13,2023-12-23,2021-08-29
ALB,940761.0,,791697.0,1732458.0,60.0,33.0,,28.0,2021-01-13,2023-12-23,2021-09-26
ALB,1023832.0,,893637.0,1917469.0,67.0,36.0,,31.0,2021-01-13,2023-12-23,2021-10-31
ALB,1078320.0,,951701.0,2025118.0,70.0,37.0,,33.0,2021-01-13,2023-12-23,2021-11-28
ALB,1174333.0,,1054476.0,2373717.0,82.0,41.0,,37.0,2021-01-13,2023-12-23,2021-12-26
ALB,1262220.0,30494.0,1132825.0,2618628.0,91.0,44.0,1.0,39.0,2021-01-13,2023-12-23,2022-01-30
ALB,1288067.0,239848.0,1200664.0,2728579.0,95.0,45.0,8.0,42.0,2021-01-13,2023-12-23,2022-02-27
ALB,1302488.0,268510.0,1225037.0,2796035.0,97.0,45.0,9.0,43.0,2021-01-13,2023-12-23,2022-03-27
ALB,1312871.0,294883.0,1235394.0,2838375.0,99.0,46.0,10.0,43.0,2021-01-13,2023-12-23,2022-04-24
ALB,1320993.0,311224.0,1242475.0,2876347.0,100.0,46.0,11.0,43.0,2021-01-13,2023-12-23,2022-05-29
ALB,1327103.0,326422.0,1249527.0,2909931.0,101.0,46.0,11.0,43.0,2021-01-13,2023-12-23,2022-06-26
ALB,1331453.0,341320.0,1255342.0,2940709.0,102.0,46.0,12.0,44.0,2021-01-13,2023-12-23,2022-07-31
ALB,1335207.0,351456.0,1260543.0,2963382.0,103.0,46.0,12.0,44.0,2021-01-13,2023-12-23,2022-08-28
ALB,1337928.0,358720.0,1264353.0,2981421.0,104.0,46.0,12.0,44.0,2021-01-13,2023-12-23,2022-09-25
ALB,1339969.0,367780.0,1267154.0,3002141.0,104.0,47.0,13.0,44.0,2021-01-13,2023-12-23,2022-10-30
ALB,1341591.0,374076.0,1269306.0,3019218.0,105.0,47.0,13.0,44.0,2021-01-13,2023-12-23,2022-11-27
ALB,1343546.0,382003.0,1271654.0,3037848.0,106.0,47.0,13.0,44.0,2021-01-13,2023-12-23,2022-12-25
ALB,1345482.0,388987.0,1274384.0,3055540.0,106.0,47.0,14.0,44.0,2021-01-13,2023-12-23,2023-01-29
ALB,1346470.0,392963.0,1275657.0,3064874.0,107.0,47.0,14.0,44.0,2021-01-13,2023-12-23,2023-02-26
ALB,1347457.0,396518.0,1276873.0,3073542.0,107.0,47.0,14.0,44.0,2021-01-13,2023-12-23,2023-03-26
ALB,1348142.0,398461.0,1277674.0,3078747.0,107.0,47.0,14.0,44.0,2021-01-13,2023-12-23,2023-04-30
ALB,1348599.0,399885.0,1278323.0,3082567.0,107.0,47.0,14.0,44.0,2021-01-13,2023-12-23,2023-05-28
ALB,1348959.0,401113.0,1278915.0,3085900.0,107.0,47.0,14.0,44.0,2021-01-13,2023-12-23,2023-06-25
ALB,1349178.0,401929.0,1279258.0,3088022.0,107.0,47.0,14.0,44.0,2021-01-13,2023-12-23,2023-07-30
ALB,1349236.0,402263.0,1279315.0,3088736.0,107.0,47.0,14.0,44.0,2021-01-13,2023-12-23,2023-08-27
ALB,1349255.0,402371.0,1279333.0,3088966.0,107.0,47.0,14.0,44.0,2021-01-13,2023-12-23,2023-09-24
ALB,1349255.0,402371.0,1279333.0,3088966.0,107.0,47.0,14.0,44.0,2021-01-13,2023-12-23,2023-10-29
ALB,1349255.0,402371.0,1279333.0,3088966.0,107.0,47.0,14.0,44.0,2021-01-13,2023-12-23,2023-11-26
ALB,1349255.0,402371.0,1279333.0,3088966.0,107.0,47.0,14.0,44.0,2021-01-13,2023-12-23,2023-12-31
AND,,,,751.0,1.0,,,,2021-01-20,2023-12-23,2021-01-31
AND,,,,2924.0,4.0,,,,2021-01-20,2023-09-24,2021-02-28
AND,,,,11652.0,15.0,,,,2021-01-20,2023-12-23,2021-03-28
AND,23803.0,,3986.0,28509.0,37.0,31.0,,5.0,2021-01-20,2023-12-23,2021-04-25
AND,28031.0,,8688.0,36720.0,48.0,36.0,,11.0,2021-01-20,2023-12-23,2021-05-30
AND,44261.0,,24799.0,69060.0,89.0,57.0,,32.0,2021-01-20,2023-12-23,2021-06-27
AND,50646.0,,35262.0,85908.0,111.0,66.0,,46.0,2021-01-20,2023-12-23,2021-07-25
AND,52994.0,,43311.0,96305.0,125.0,69.0,,56.0,2021-01-20,2023-12-23,2021-08-29
AND,54257.0,,47855.0,102111.0,132.0,70.0,,62.0,2021-01-20,2023-12-23,2021-09-26
AND,54999.0,,49535.0,104534.0,135.0,71.0,,64.0,2021-01-20,2023-12-23,2021-10-31
AND,55938.0,,50219.0,106157.0,137.0,72.0,,65.0,2021-01-20,2023-12-23,2021-11-28
AND,57218.0,5889.0,51786.0,121573.0,157.0,74.0,8.0,67.0,2021-01-20,2023-12-23,2021-12-26
AND,57756.0,30285.0,53163.0,141204.0,183.0,75.0,39.0,69.0,2021-01-20,2023-12-23,2022-01-30
AND,57810.0,40420.0,53326.0,151556.0,196.0,75.0,52.0,69.0,2021-01-20,2023-12-23,2022-02-27
AND,57839.0,40986.0,53394.0,152220.0,197.0,75.0,53.0,69.0,2021-01-20,2023-12-23,2022-03-27
AND,57873.0,41363.0,53425.0,152661.0,198.0,75.0,54.0,69.0,2021-01-20,2023-12-23,2022-04-24
AND,57880.0,41756.0,53450.0,153087.0,198.0,75.0,54.0,69.0,2021-01-20,2023-12-23,2022-05-29
AND,57887.0,42075.0,53458.0,153420.0,199.0,75.0,54.0,69.0,2021-01-20,2023-12-23,2022-06-26
AND,57890.0,42447.0,53467.0,153804.0,199.0,75.0,55.0,69.0,2021-01-20,2023-12-23,2022-07-31
AND,57893.0,42792.0,53477.0,154161.0,200.0,75.0,55.0,69.0,2021-01-20,2023-12-23,2022-08-28
AND,57896.0,42896.0,53480.0,154272.0,200.0,75.0,56.0,69.0,2021-01-20,2023-12-23,2022-09-25
AND,57900.0,42962.0,53484.0,154345.0,200.0,75.0,56.0,69.0,2021-01-20,2023-12-23,2022-10-30
AND,57901.0,43000.0,53487.0,155278.0,201.0,75.0,56.0,69.0,2021-01-20,2023-12-23,2022-11-27
AND,57902.0,43029.0,53490.0,156404.0,202.0,75.0,56.0,69.0,2021-01-20,2023-12-23,2022-12-25
AND,57903.0,43050.0,53492.0,156780.0,203.0,75.0,56.0,69.0,2021-01-20,2023-12-23,2023-01-29
AND,57904.0,43060.0,53492.0,156961.0,203.0,75.0,56.0,69.0,2021-01-20,2023-12-23,2023-02-26
AND,57909.0,43066.0,53495.0,157021.0,203.0,75.0,56.0,69.0,2021-01-20,2023-12-23,2023-03-26
AND,57911.0,43068.0,53498.0,157048.0,203.0,75.0,56.0,69.0,2021-01-20,2023-12-23,2023-04-30
AND,57912.0,43068.0,53500.0,157059.0,203.0,75.0,56.0,69.0,2021-01-20,2023-12-23,2023-05-28
AND,57912.0,43069.0,53501.0,157061.0,203.0,75.0,56.0,69.0,2021-01-20,2023-12-23,2023-06-25
AND,57912.0,43070.0,53501.0,157062.0,203.0,75.0,56.0,69.0,2021-01-20,2023-12-23,2023-07-30
AND,57913.0,43071.0,53501.0,157067.0,203.0,75.0,56.0,69.0,2021-01-20,2023-12-23,2023-08-27
AND,57913.0,43071.0,53501.0,157072.0,203.0,75.0,56.0,69.0,2021-01-20,2023-12-23,2023-09-24
AND,57913.0,43071.0,53501.0,157072.0,203.0,75.0,56.0,69.0,2021-01-20,2023-12-23,2023-10-29
AND,57913.0,43071.0,53501.0,157072.0,203.0,75.0,56.0,69.0,2021-01-20,2023-12-23,2023-11-26
AND,57913.0,43071.0,53501.0,157072.0,203.0,75.0,56.0,69.0,2021-01-20,2023-12-23,2023-12-31
ARE,,,,3843204.0,39.0,,,,,2022-07-06,2021-01-31
ARE,,,,6015089.0,61.0,,,,,2022-07-06,2021-02-28
ARE,,,,8220783.0,83.0,,,,,2022-07-06,2021-03-28
ARE,,,,10455606.0,106.0,,,,,2022-07-06,2021-04-25
ARE,,,,12811422.0,130.0,,,,,2022-07-06,2021-05-30
ARE,,,,15198661.0,154.0,,,,,2022-07-06,2021-06-27
ARE,,,,16755733.0,169.0,,,,,2022-07-06,2021-07-25
ARE,,,,18158991.0,184.0,,,,,2022-07-06,2021-08-29
ARE,,,,20052399.0,203.0,,,,,2022-07-06,2021-09-26
ARE,,,,21150096.0,214.0,,,,,2022-07-06,2021-10-31
ARE,,,,21871201.0,221.0,,,,,2022-07-06,2021-11-28
ARE,,,,22629173.0,229.0,,,,,2022-07-06,2021-12-26
ARE,,,,23527778.0,238.0,,,,,2022-07-06,2022-01-30
ARE,9991089.0,4563798.0,9566468.0,24108350.0,244.0,100.0,46.0,97.0,,2022-07-06,2022-02-27
ARE,9991089.0,4821728.0,9707342.0,24520159.0,248.0,100.0,49.0,98.0,,2022-07-06,2022-03-27
ARE,9991089.0,4972826.0,9759296.0,24628316.0,249.0,100.0,50.0,99.0,,2022-07-06,2022-04-24
ARE,9991089.0,5125972.0,9792266.0,24909327.0,252.0,100.0,52.0,99.0,,2022-07-06,2022-05-29
ARE,9991089.0,5138699.0,9792266.0,24922054.0,252.0,100.0,52.0,99.0,,2022-07-06,2022-06-26
ARE,9991089.0,5138699.0,9792266.0,24922054.0,252.0,100.0,52.0,99.0,,2022-07-06,2022-07-31
ARE,9991089.0,5138699.0,9792266.0,24922054.0,252.0,100.0,52.0,99.0,,2022-07-06,2022-08-28
ARE,9991089.0,5138699.0,9792266.0,24922054.0,252.0,100.0,52.0,99.0,,2022-07-06,2022-09-25
ARE,9991089.0,5138699.0,9792266.0,24922054.0,252.0,100.0,52.0,99.0,,2022-07-06,2022-10-30
ARE,9991089.0,5138699.0,9792266.0,24922054.0,252.0,100.0,52.0,99.0,,2022-07-06,2022-11-27
ARE,9991089.0,5138699.0,9792266.0,24922054.0,252.0,100.0,52.0,99.0,,2022-07-06,2022-12-25
ARE,9991089.0,5138699.0,9792266.0,24922054.0,252.0,100.0,52.0,99.0,,2022-07-06,2023-01-29
ARE,9991089.0,5138699.0,9792266.0,24922054.0,252.0,100.0,52.0,99.0,,2022-07-06,2023-02-26
ARE,9991089.0,5138699.0,9792266.0,24922054.0,252.0,100.0,52.0,99.0,,2022-07-06,2023-03-26
ARE,9991089.0,5138699.0,9792266.0,24922054.0,252.0,100.0,52.0,99.0,,2022-07-06,2023-04-30
ARE,9991089.0,5138699.0,9792266.0,24922054.0,252.0,100.0,52.0,99.0,,2022-07-06,2023-05-28
