Country_code,Covid_Vaccine_Adm_Tot_A1D,Covid_Vaccine_Adm_Tot_Boost,Covid_Vaccine_Adm_Tot_Cps,Covid_Vaccine_Adm_Tot_Doses,Covid_Vaccine_Adm_Tot_Doses_Per100,Covid_Vaccine_Cov_Tot_A1D,Covid_Vaccine_Cov_Tot_Boost,Covid_Vaccine_Cov_Tot_Cps,Covid_Vaccine_Date_Intro_First,Covid_Vaccine_Date_Report_Tot_Last,Date_reported
KIR,100900.0,37606.0,81474.0,219980.0,184.0,84.0,31.0,68.0,2021-05-26,2023-02-06,2023-02-26
KIR,100900.0,37606.0,81474.0,219980.0,184.0,84.0,31.0,68.0,2021-05-26,2023-02-06,2023-03-26
KIR,100900.0,37606.0,81474.0,219980.0,184.0,84.0,31.0,68.0,2021-05-26,2023-02-06,2023-04-30
KIR,100900.0,37606.0,81474.0,219980.0,184.0,84.0,31.0,68.0,2021-05-26,2023-02-06,2023-05-28
KIR,100900.0,37606.0,81474.0,219980.0,184.0,84.0,31.0,68.0,2021-05-26,2023-02-06,2023-06-25
KIR,100900.0,37606.0,81474.0,219980.0,184.0,84.0,31.0,68.0,2021-05-26,2023-02-06,2023-07-30
KIR,100900.0,37606.0,81474.0,219980.0,184.0,84.0,31.0,68.0,2021-05-26,2023-02-06,2023-08-27
KIR,100900.0,37606.0,81474.0,219980.0,184.0,84.0,31.0,68.0,2021-05-26,2023-02-06,2023-09-24
KIR,100900.0,37606.0,81474.0,219980.0,184.0,84.0,31.0,68.0,2021-05-26,2023-02-06,2023-10-29
KIR,100900.0,37606.0,81474.0,219980.0,184.0,84.0,31.0,68.0,2021-05-26,2023-02-06,2023-11-26
KIR,100900.0,37606.0,81474.0,219980.0,184.0,84.0,31.0,68.0,2021-05-26,2023-02-06,2023-12-31
KNA,605.0,,,605.0,1.0,1.0,,,2021-02-22,2023-12-29,2021-02-28
KNA,8842.0,,,8842.0,17.0,17.0,,,2021-02-22,2023-12-29,2021-03-28
KNA,12432.0,,,12432.0,23.0,23.0,,,2021-02-22,2023-12-29,2021-04-25
KNA,19059.0,,7245.0,26304.0,49.0,36.0,,14.0,2021-02-22,2023-12-29,2021-05-30
KNA,22826.0,,17255.0,40081.0,75.0,43.0,,32.0,2021-02-22,2023-12-29,2021-06-27
KNA,23806.0,,19716.0,43523.0,82.0,45.0,,37.0,2021-02-22,2023-12-29,2021-07-25
KNA,24281.0,,21569.0,45849.0,86.0,46.0,,41.0,2021-02-22,2023-12-29,2021-08-29
KNA,25571.0,,22350.0,47922.0,90.0,48.0,,42.0,2021-02-22,2023-12-29,2021-09-26
KNA,25970.0,,24347.0,50318.0,95.0,49.0,,46.0,2021-02-22,2023-12-29,2021-10-31
KNA,27194.0,172.0,24906.0,52520.0,99.0,51.0,,47.0,2021-02-22,2023-12-29,2021-11-28
KNA,27615.0,1634.0,25619.0,54868.0,103.0,52.0,3.0,48.0,2021-02-22,2023-12-29,2021-12-26
KNA,27969.0,2753.0,26026.0,56749.0,107.0,53.0,5.0,49.0,2021-02-22,2023-12-29,2022-01-30
KNA,28162.0,3018.0,26305.0,57485.0,108.0,53.0,6.0,49.0,2021-02-22,2023-12-29,2022-02-27
KNA,28273.0,3176.0,26500.0,57949.0,109.0,53.0,6.0,50.0,2021-02-22,2023-12-29,2022-03-27
KNA,28403.0,3317.0,26650.0,58370.0,110.0,53.0,6.0,50.0,2021-02-22,2023-12-29,2022-04-24
KNA,28524.0,3401.0,26738.0,58664.0,110.0,54.0,6.0,50.0,2021-02-22,2023-12-29,2022-05-29
KNA,31627.0,3443.0,26854.0,61946.0,116.0,59.0,6.0,50.0,2021-02-22,2023-12-29,2022-06-26
KNA,32603.0,3449.0,26883.0,62957.0,118.0,61.0,6.0,51.0,2021-02-22,2023-12-29,2022-07-31
KNA,33794.0,3465.0,26944.0,64225.0,121.0,64.0,7.0,51.0,2021-02-22,2023-12-29,2022-08-28
KNA,33794.0,3465.0,26944.0,64225.0,121.0,64.0,7.0,51.0,2021-02-22,2023-12-29,2022-09-25
KNA,33794.0,3465.0,26944.0,64225.0,121.0,64.0,7.0,51.0,2021-02-22,2023-12-29,2022-10-30
KNA,33794.0,3465.0,26984.0,64276.0,121.0,64.0,7.0,51.0,2021-02-22,2023-12-29,2022-11-27
KNA,33794.0,3465.0,27000.0,64297.0,121.0,64.0,7.0,51.0,2021-02-22,2023-12-29,2022-12-25
KNA,33794.0,3465.0,27000.0,64297.0,121.0,64.0,7.0,51.0,2021-02-22,2023-12-29,2023-01-29
KNA,33794.0,3465.0,27000.0,64297.0,121.0,64.0,7.0,51.0,2021-02-22,2023-12-29,2023-02-26
KNA,33794.0,3465.0,27000.0,64297.0,121.0,64.0,7.0,51.0,2021-02-22,2023-12-29,2023-03-26
KNA,33794.0,3465.0,27000.0,64297.0,121.0,64.0,7.0,51.0,2021-02-22,2023-12-29,2023-04-30
KNA,33794.0,3465.0,27000.0,64297.0,121.0,64.0,7.0,51.0,2021-02-22,2023-12-29,2023-05-28
KNA,33794.0,3465.0,27000.0,64297.0,121.0,64.0,7.0,51.0,2021-02-22,2023-12-29,2023-06-25
KNA,33794.0,3465.0,27000.0,64297.0,121.0,64.0,7.0,51.0,2021-02-22,2023-12-29,2023-07-30
KNA,33794.0,3465.0,27000.0,64297.0,121.0,64.0,7.0,51.0,2021-02-22,2023-12-29,2023-08-27
KNA,33794.0,3465.0,27000.0,64297.0,121.0,64.0,7.0,51.0,2021-02-22,2023-12-29,2023-09-24
KNA,33794.0,3465.0,27000.0,64297.0,121.0,64.0,7.0,51.0,2021-02-22,2023-12-29,2023-10-29
KNA,33794.0,3465.0,27000.0,64297.0,121.0,64.0,7.0,51.0,2021-02-22,2023-12-29,2023-11-26
KNA,33794.0,3465.0,27000.0,64297.0,121.0,64.0,7.0,51.0,2021-02-22,2023-12-29,2023-12-31
KOR,4856.0,,,69289.0,,,,,2021-02-26,2023-09-04,2021-02-28
KOR,744900.0,,,935521.0,2.0,1.0,,,2021-02-26,2023-09-04,2021-03-28
KOR,3225664.0,,439863.0,3384513.0,7.0,6.0,,1.0,2021-02-26,2023-09-04,2021-04-25
KOR,5908040.0,,2265107.0,7547239.0,15.0,12.0,,4.0,2021-02-26,2023-09-04,2021-05-30
KOR,15306563.0,,4837566.0,19016805.0,37.0,30.0,,9.0,2021-02-26,2023-09-04,2021-06-27
KOR,18735447.0,,7064194.0,24669890.0,48.0,37.0,,14.0,2021-02-26,2023-09-04,2021-07-25
KOR,29012885.0,,15500293.0,43312758.0,84.0,57.0,,30.0,2021-02-26,2023-09-04,2021-08-29
KOR,38985609.0,,25367477.0,62934303.0,123.0,76.0,,49.0,2021-02-26,2023-09-04,2021-09-26
KOR,41099733.0,,38660478.0,78283275.0,153.0,80.0,,75.0,2021-02-26,2023-09-04,2021-10-31
KOR,42510200.0,1129317.0,41001883.0,85173098.0,166.0,83.0,2.0,80.0,2021-02-26,2023-09-04,2021-11-28
KOR,44072888.0,17091639.0,42417401.0,102073143.0,199.0,86.0,33.0,83.0,2021-02-26,2023-09-04,2021-12-26
KOR,44570935.0,26817886.0,43906395.0,113959646.0,222.0,87.0,52.0,86.0,2021-02-26,2023-09-04,2022-01-30
KOR,44779443.0,31412123.0,44290300.0,118966779.0,232.0,87.0,61.0,86.0,2021-02-26,2023-09-04,2022-02-27
KOR,44880118.0,32711660.0,44408718.0,120484858.0,235.0,88.0,64.0,87.0,2021-02-26,2023-09-04,2022-03-27
KOR,44948027.0,33102286.0,44466195.0,122216244.0,238.0,88.0,65.0,87.0,2021-02-26,2023-09-04,2022-04-24
KOR,44971813.0,33219814.0,44505965.0,125217684.0,244.0,88.0,65.0,87.0,2021-02-26,2023-09-04,2022-05-29
KOR,44984354.0,33362140.0,44546669.0,125791482.0,245.0,88.0,65.0,87.0,2021-02-26,2023-09-04,2022-06-26
KOR,45084942.0,33456209.0,44648931.0,128624817.0,251.0,88.0,65.0,87.0,2021-02-26,2023-09-04,2022-07-31
KOR,45103953.0,33559547.0,44666099.0,130405827.0,254.0,88.0,65.0,87.0,2021-02-26,2023-09-04,2022-08-28
KOR,45113628.0,33600655.0,44678807.0,130834289.0,255.0,88.0,66.0,87.0,2021-02-26,2023-09-04,2022-09-25
KOR,45119824.0,33610284.0,44689199.0,131895852.0,257.0,88.0,66.0,87.0,2021-02-26,2023-09-04,2022-10-30
KOR,45119824.0,33619601.0,44689199.0,132867825.0,259.0,88.0,66.0,87.0,2021-02-26,2023-09-04,2022-11-27
KOR,45119824.0,33629230.0,44689199.0,133872197.0,261.0,88.0,66.0,87.0,2021-02-26,2023-09-04,2022-12-25
KOR,45119824.0,33638858.0,44689199.0,134876569.0,263.0,88.0,66.0,87.0,2021-02-26,2023-09-04,2023-01-29
KOR,45119824.0,33643844.0,44689199.0,135521527.0,264.0,88.0,66.0,87.0,2021-02-26,2023-09-04,2023-02-26
KOR,45119824.0,33643873.0,44689199.0,135719236.0,265.0,88.0,66.0,87.0,2021-02-26,2023-09-04,2023-03-26
KOR,45119824.0,33643890.0,44689199.0,135792117.0,265.0,88.0,66.0,87.0,2021-02-26,2023-09-04,2023-04-30
KOR,45119824.0,33643941.0,44689199.0,135854920.0,265.0,88.0,66.0,87.0,2021-02-26,2023-09-04,2023-05-28
KOR,45119824.0,33644119.0,44689199.0,135866512.0,265.0,88.0,66.0,87.0,2021-02-26,2023-09-04,2023-06-25
KOR,45119824.0,33644119.0,44689199.0,135911858.0,265.0,88.0,66.0,87.0,2021-02-26,2023-09-04,2023-07-30
KOR,45119824.0,33644119.0,44689199.0,135927574.0,265.0,88.0,66.0,87.0,2021-02-26,2023-09-04,2023-08-27
KOR,45119824.0,33644119.0,44689199.0,135927574.0,265.0,88.0,66.0,87.0,2021-02-26,2023-09-04,2023-09-24
KOR,45119824.0,33644119.0,44689199.0,135927574.0,265.0,88.0,66.0,87.0,2021-02-26,2023-09-04,2023-10-29
KOR,45119824.0,33644119.0,44689199.0,135927574.0,265.0,88.0,66.0,87.0,2021-02-26,2023-09-04,2023-11-26
KOR,45119824.0,33644119.0,44689199.0,135927574.0,265.0,88.0,66.0,87.0,2021-02-26,2023-09-04,2023-12-31
KWT,,,,174795.0,4.0,,,,2020-12-28,2023-12-03,2021-01-31
KWT,,,,318744.0,7.0,,,,2020-12-28,2023-12-03,2021-02-28
KWT,,,,553846.0,13.0,,,,2020-12-28,2023-12-03,2021-03-28
KWT,,,,1132990.0,27.0,,,,2020-12-28,2023-12-03,2021-04-25
KWT,,,,1535670.0,36.0,,,,2020-12-28,2023-12-03,2021-05-30
KWT,,,,1925361.0,45.0,,,,2020-12-28,2023-12-03,2021-06-27
KWT,,,,2328041.0,55.0,,,,2020-12-28,2023-12-03,2021-07-25
KWT,176280.0,,307769.0,2476027.0,58.0,4.0,,7.0,2020-12-28,2023-12-03,2021-08-29
KWT,372147.0,,649735.0,2582724.0,60.0,9.0,,15.0,2020-12-28,2023-12-03,2021-09-26
KWT,991870.0,19295.0,1297576.0,3322020.0,78.0,23.0,,30.0,2020-12-28,2023-12-03,2021-10-31
KWT,2976283.0,101989.0,2901587.0,6124612.0,143.0,70.0,2.0,68.0,2020-12-28,2023-12-03,2021-11-28
KWT,3336812.0,435830.0,3219447.0,6992089.0,164.0,78.0,10.0,75.0,2020-12-28,2023-12-03,2021-12-26
KWT,3366671.0,709851.0,3256029.0,7332551.0,172.0,79.0,17.0,76.0,2020-12-28,2023-12-03,2022-01-30
KWT,3391518.0,902811.0,3276027.0,7570356.0,177.0,79.0,21.0,77.0,2020-12-28,2023-12-03,2022-02-27
KWT,3412988.0,1163538.0,3286373.0,7862899.0,184.0,80.0,27.0,77.0,2020-12-28,2023-12-03,2022-03-27
KWT,3420281.0,1256808.0,3295174.0,7972263.0,187.0,80.0,29.0,77.0,2020-12-28,2023-12-03,2022-04-24
KWT,3426180.0,1304523.0,3310356.0,8041059.0,188.0,80.0,31.0,78.0,2020-12-28,2023-12-03,2022-05-29
KWT,3433696.0,1364852.0,3322065.0,8120613.0,190.0,80.0,32.0,78.0,2020-12-28,2023-12-03,2022-06-26
KWT,3439899.0,1406954.0,3330172.0,8177024.0,191.0,81.0,33.0,78.0,2020-12-28,2023-12-03,2022-07-31
KWT,3442993.0,1424271.0,3334505.0,8201768.0,192.0,81.0,33.0,78.0,2020-12-28,2023-12-03,2022-08-28
KWT,3445181.0,1432373.0,3337355.0,8214909.0,192.0,81.0,34.0,78.0,2020-12-28,2023-12-03,2022-09-25
KWT,3449405.0,1444157.0,3340007.0,8233569.0,193.0,81.0,34.0,78.0,2020-12-28,2023-12-03,2022-10-30
KWT,3453700.0,1455184.0,3342306.0,8251190.0,193.0,81.0,34.0,78.0,2020-12-28,2023-12-03,2022-11-27
KWT,3455111.0,1457163.0,3343694.0,8255969.0,193.0,81.0,34.0,78.0,2020-12-28,2023-12-03,2022-12-25
KWT,3456112.0,1457442.0,3344594.0,8258148.0,193.0,81.0,34.0,78.0,2020-12-28,2023-12-03,2023-01-29
KWT,3456391.0,1457474.0,3344924.0,8258789.0,193.0,81.0,34.0,78.0,2020-12-28,2023-12-03,2023-02-26
KWT,3456611.0,1457491.0,3345250.0,8259352.0,193.0,81.0,34.0,78.0,2020-12-28,2023-12-03,2023-03-26
KWT,3456856.0,1457514.0,3345524.0,8259894.0,193.0,81.0,34.0,78.0,2020-12-28,2023-12-03,2023-04-30
KWT,3457090.0,1457523.0,3345803.0,8260417.0,193.0,81.0,34.0,78.0,2020-12-28,2023-12-03,2023-05-28
KWT,3457182.0,1457524.0,3345900.0,8260606.0,193.0,81.0,34.0,78.0,2020-12-28,2023-12-03,2023-06-25
KWT,3457274.0,1457524.0,3345971.0,8260769.0,193.0,81.0,34.0,78.0,2020-12-28,2023-12-03,2023-07-30
KWT,3457385.0,1457526.0,3346053.0,8260964.0,193.0,81.0,34.0,78.0,2020-12-28,2023-12-03,2023-08-27
KWT,3457435.0,1457538.0,3346105.0,8261078.0,193.0,81.0,34.0,78.0,2020-12-28,2023-12-03,2023-09-24
KWT,3457470.0,1457544.0,3346143.0,8261156.0,193.0,81.0,34.0,78.0,2020-12-28,2023-12-03,2023-10-29
KWT,3457498.0,1457547.0,3346176.0,8261221.0,193.0,81.0,34.0,78.0,2020-12-28,2023-12-03,2023-11-26
KWT,3457498.0,1457547.0,3346176.0,8261221.0,193.0,81.0,34.0,78.0,2020-12-28,2023-12-03,2023-12-31
LAO,1540.0,,774.0,2313.0,,,,,2020-11-25,2023-05-21,2021-02-28
LAO,97036.0,,2363.0,99399.0,1.0,1.0,,,2020-11-25,2023-05-21,2021-03-28
LAO,199575.0,,68838.0,268412.0,4.0,3.0,,1.0,2020-11-25,2023-05-21,2021-04-25
LAO,651798.0,,204352.0,856150.0,12.0,9.0,,3.0,2020-11-25,2023-05-21,2021-05-30
LAO,905571.0,,545999.0,1451570.0,20.0,12.0,,8.0,2020-11-25,2023-05-21,2021-06-27
LAO,1179668.0,,988156.0,2050711.0,28.0,16.0,,14.0,2020-11-25,2023-05-21,2021-07-25
LAO,2358634.0,,1745559.0,3354660.0,46.0,32.0,,24.0,2020-11-25,2023-05-21,2021-08-29
LAO,2973932.0,,2067465.0,4119072.0,57.0,41.0,,28.0,2020-11-25,2023-05-21,2021-09-26
LAO,3376710.0,,2818842.0,5216603.0,72.0,46.0,,39.0,2020-11-25,2023-05-21,2021-10-31
LAO,3858332.0,,3191039.0,6077359.0,84.0,53.0,,44.0,2020-11-25,2023-05-21,2021-11-28
LAO,4361383.0,,3598625.0,7172711.0,99.0,60.0,,49.0,2020-11-25,2023-05-21,2021-12-26
LAO,4730161.0,323970.0,4017523.0,8234478.0,113.0,65.0,4.0,55.0,2020-11-25,2023-05-21,2022-01-30
LAO,5003431.0,866097.0,4315928.0,9141934.0,126.0,69.0,12.0,59.0,2020-11-25,2023-05-21,2022-02-27
LAO,5625850.0,1204125.0,4510877.0,10295258.0,142.0,77.0,17.0,62.0,2020-11-25,2023-05-21,2022-03-27
LAO,5766479.0,1423078.0,4883154.0,11026260.0,152.0,79.0,20.0,67.0,2020-11-25,2023-05-21,2022-04-24
LAO,5809937.0,1558691.0,5036154.0,11436161.0,157.0,80.0,21.0,69.0,2020-11-25,2023-05-21,2022-05-29
LAO,5838115.0,1677731.0,5142828.0,11775186.0,162.0,80.0,23.0,71.0,2020-11-25,2023-05-21,2022-06-26
LAO,5878179.0,1751994.0,5203277.0,11994500.0,165.0,81.0,24.0,72.0,2020-11-25,2023-05-21,2022-07-31
LAO,5912874.0,1831702.0,5255053.0,12202360.0,168.0,81.0,25.0,72.0,2020-11-25,2023-05-21,2022-08-28
LAO,5939256.0,1916136.0,5293537.0,12388167.0,170.0,82.0,26.0,73.0,2020-11-25,2023-05-21,2022-09-25
LAO,6029014.0,1982161.0,5370649.0,12627007.0,174.0,83.0,27.0,74.0,2020-11-25,2023-05-21,2022-10-30
LAO,6120428.0,2077637.0,5457304.0,12922865.0,178.0,84.0,29.0,75.0,2020-11-25,2023-05-21,2022-11-27
LAO,6225868.0,2252439.0,5575856.0,13384637.0,184.0,86.0,31.0,77.0,2020-11-25,2023-05-21,2022-12-25
LAO,6293855.0,2368572.0,5652790.0,13688486.0,188.0,87.0,33.0,78.0,2020-11-25,2023-05-21,2023-01-29
LAO,6301701.0,2389562.0,5662761.0,13737085.0,189.0,87.0,33.0,78.0,2020-11-25,2023-05-21,2023-02-26
LAO,6310387.0,2412802.0,5673801.0,13790891.0,190.0,87.0,33.0,78.0,2020-11-25,2023-05-21,2023-03-26
LAO,6318794.0,2435291.0,5684484.0,13842961.0,190.0,87.0,33.0,78.0,2020-11-25,2023-05-21,2023-04-30
LAO,6324678.0,2451034.0,5691962.0,13879410.0,191.0,87.0,34.0,78.0,2020-11-25,2023-05-21,2023-05-28
LAO,6324678.0,2451034.0,5691962.0,13879410.0,191.0,87.0,34.0,78.0,2020-11-25,2023-05-21,2023-06-25
LAO,6324678.0,2451034.0,5691962.0,13879410.0,191.0,87.0,34.0,78.0,2020-11-25,2023-05-21,2023-07-30
LAO,6324678.0,2451034.0,5691962.0,13879410.0,191.0,87.0,34.0,78.0,2020-11-25,2023-05-21,2023-08-27
LAO,6324678.0,2451034.0,5691962.0,13879410.0,191.0,87.0,34.0,78.0,2020-11-25,2023-05-21,2023-09-24
LAO,6324678.0,2451034.0,5691962.0,13879410.0,191.0,87.0,34.0,78.0,2020-11-25,2023-05-21,2023-10-29
LAO,6324678.0,2451034.0,5691962.0,13879410.0,191.0,87.0,34.0,78.0,2020-11-25,2023-05-21,2023-11-26
LAO,6324678.0,2451034.0,5691962.0,13879410.0,191.0,87.0,34.0,78.0,2020-11-25,2023-05-21,2023-12-31
LBN,,,,34895.0,1.0,,,,2021-02-14,2022-12-22,2021-02-28
LBN,125232.0,,75278.0,200510.0,3.0,2.0,,1.0,2021-02-14,2022-12-22,2021-03-28
LBN,285262.0,,156223.0,441485.0,6.0,4.0,,2.0,2021-02-14,2022-12-22,2021-04-25
LBN,507866.0,,251620.0,759486.0,11.0,7.0,,4.0,2021-02-14,2022-12-22,2021-05-30
LBN,874787.0,,427108.0,1302825.0,19.0,13.0,,6.0,2021-02-14,2022-12-22,2021-06-27
LBN,1110928.0,,812577.0,1924502.0,28.0,16.0,,12.0,2021-02-14,2022-12-22,2021-07-25
LBN,1447448.0,,1197261.0,2644708.0,39.0,21.0,,18.0,2021-02-14,2022-12-22,2021-08-29
LBN,1688653.0,,1398845.0,3087498.0,45.0,25.0,,20.0,2021-02-14,2022-12-22,2021-09-26
LBN,1831102.0,5906.0,1613727.0,3444829.0,50.0,27.0,,24.0,2021-02-14,2022-12-22,2021-10-31
LBN,2064279.0,108033.0,1787526.0,3959838.0,58.0,30.0,2.0,26.0,2021-02-14,2022-12-22,2021-11-28
LBN,2336138.0,277494.0,1927716.0,4541348.0,67.0,34.0,4.0,28.0,2021-02-14,2022-12-22,2021-12-26
LBN,2582948.0,437255.0,2138969.0,5159172.0,76.0,38.0,6.0,31.0,2021-02-14,2022-12-22,2022-01-30
LBN,2641501.0,525033.0,2285770.0,5452304.0,80.0,39.0,8.0,33.0,2021-02-14,2022-12-22,2022-02-27
LBN,2668058.0,561842.0,2336331.0,5566231.0,82.0,39.0,8.0,34.0,2021-02-14,2022-12-22,2022-03-27
LBN,2678370.0,575439.0,2353206.0,5607014.0,82.0,39.0,8.0,34.0,2021-02-14,2022-12-22,2022-04-24
LBN,2686930.0,586116.0,2363459.0,5636505.0,83.0,39.0,9.0,35.0,2021-02-14,2022-12-22,2022-05-29
LBN,2699919.0,602807.0,2375684.0,5678410.0,83.0,40.0,9.0,35.0,2021-02-14,2022-12-22,2022-06-26
LBN,2710817.0,626103.0,2386560.0,5723480.0,84.0,40.0,9.0,35.0,2021-02-14,2022-12-22,2022-07-31
LBN,2720387.0,639583.0,2395124.0,5755094.0,84.0,40.0,9.0,35.0,2021-02-14,2022-12-22,2022-08-28
LBN,2728641.0,649856.0,2404313.0,5782810.0,85.0,40.0,10.0,35.0,2021-02-14,2022-12-22,2022-09-25
LBN,2735036.0,656250.0,2410079.0,5801364.0,85.0,40.0,10.0,35.0,2021-02-14,2022-12-22,2022-10-30
LBN,2739021.0,659188.0,2412953.0,5812212.0,85.0,40.0,10.0,35.0,2021-02-14,2022-12-22,2022-11-27
LBN,2740227.0,660249.0,2414223.0,5814699.0,85.0,40.0,10.0,35.0,2021-02-14,2022-12-22,2022-12-25
LBN,2740227.0,660249.0,2414223.0,5814699.0,85.0,40.0,10.0,35.0,2021-02-14,2022-12-22,2023-01-29
LBN,2740227.0,660249.0,2414223.0,5814699.0,85.0,40.0,10.0,35.0,2021-02-14,2022-12-22,2023-02-26
LBN,2740227.0,660249.0,2414223.0,5814699.0,85.0,40.0,10.0,35.0,2021-02-14,2022-12-22,2023-03-26
LBN,2740227.0,660249.0,2414223.0,5814699.0,85.0,40.0,10.0,35.0,2021-02-14,2022-12-22,2023-04-30
LBN,2740227.0,660249.0,2414223.0,5814699.0,85.0,40.0,10.0,35.0,2021-02-14,2022-12-22,2023-05-28
LBN,2740227.0,660249.0,2414223.0,5814699.0,85.0,40.0,10.0,35.0,2021-02-14,2022-12-22,2023-06-25
LBN,2740227.0,660249.0,2414223.0,5814699.0,85.0,40.0,10.0,35.0,2021-02-14,2022-12-22,2023-07-30
LBN,2740227.0,660249.0,2414223.0,5814699.0,85.0,40.0,10.0,35.0,2021-02-14,2022-12-22,2023-08-27
LBN,2740227.0,660249.0,2414223.0,5814699.0,85.0,40.0,10.0,35.0,2021-02-14,2022-12-22,2023-09-24
LBN,2740227.0,660249.0,2414223.0,5814699.0,85.0,40.0,10.0,35.0,2021-02-14,2022-12-22,2023-10-29
LBN,2740227.0,660249.0,2414223.0,5814699.0,85.0,40.0,10.0,35.0,2021-02-14,2022-12-22,2023-11-26
LBN,2740227.0,660249.0,2414223.0,5814699.0,85.0,40.0,10.0,35.0,2021-02-14,2022-12-22,2023-12-31
LBR,12602.0,,,12602.0,,,,,2021-04-01,2023-12-31,2021-04-25
LBR,56144.0,,,56144.0,1.0,1.0,,,2021-04-01,2023-12-31,2021-05-30
LBR,81232.0,,3788.0,85020.0,2.0,2.0,,,2021-04-01,2023-12-31,2021-06-27
LBR,86288.0,,9135.0,95423.0,2.0,2.0,,,2021-04-01,2023-12-31,2021-07-25
LBR,86288.0,,33063.0,113680.0,2.0,2.0,,1.0,2021-04-01,2023-12-31,2021-08-29
LBR,86288.0,,210557.0,299217.0,6.0,2.0,,4.0,2021-04-01,2023-12-31,2021-09-26
LBR,365900.0,,344837.0,438430.0,9.0,7.0,,7.0,2021-04-01,2023-12-31,2021-10-31
LBR,506647.0,,476276.0,597913.0,12.0,10.0,,9.0,2021-04-01,2023-12-31,2021-11-28
LBR,1017128.0,,984421.0,1146910.0,23.0,20.0,,19.0,2021-04-01,2023-12-31,2021-12-26
LBR,1027990.0,856.0,995907.0,1184830.0,23.0,20.0,,20.0,2021-04-01,2023-12-31,2022-01-30
LBR,1038503.0,1434.0,1006328.0,1203298.0,24.0,21.0,,20.0,2021-04-01,2023-12-31,2022-02-27
LBR,1281821.0,1888.0,1223871.0,1207893.0,24.0,25.0,,24.0,2021-04-01,2023-12-31,2022-03-27
LBR,1751520.0,1912.0,1438154.0,1837296.0,36.0,35.0,,28.0,2021-04-01,2023-12-31,2022-04-24
LBR,1751520.0,1912.0,1438154.0,1996703.0,39.0,35.0,,28.0,2021-04-01,2023-12-31,2022-05-29
LBR,2645947.0,1929.0,2328125.0,2724117.0,54.0,52.0,,46.0,2021-04-01,2023-12-31,2022-06-26
LBR,3027173.0,1929.0,2604378.0,3181145.0,63.0,60.0,,51.0,2021-04-01,2023-12-31,2022-07-31
LBR,3449244.0,1929.0,2910229.0,3468550.0,69.0,68.0,,58.0,2021-04-01,2023-12-31,2022-08-28
LBR,3628812.0,1979.0,3298027.0,3876335.0,77.0,72.0,,65.0,2021-04-01,2023-12-31,2022-09-25
LBR,3732716.0,1987.0,3572386.0,4239913.0,84.0,74.0,,71.0,2021-04-01,2023-12-31,2022-10-30
LBR,3842186.0,1987.0,3683976.0,4391468.0,87.0,76.0,,73.0,2021-04-01,2023-12-31,2022-11-27
LBR,3903802.0,1987.0,3730967.0,4460668.0,88.0,77.0,,74.0,2021-04-01,2023-12-31,2022-12-25
LBR,3903802.0,1987.0,3730967.0,4460668.0,88.0,77.0,,74.0,2021-04-01,2023-12-31,2023-01-29
LBR,3903802.0,1987.0,3730967.0,4460668.0,88.0,77.0,,74.0,2021-04-01,2023-12-31,2023-02-26
LBR,3903802.0,1987.0,3730967.0,4460668.0,88.0,77.0,,74.0,2021-04-01,2023-12-31,2023-03-26
LBR,3903802.0,1987.0,3730967.0,4460668.0,88.0,77.0,,74.0,2021-04-01,2023-12-31,2023-04-30
LBR,3903802.0,1987.0,3730967.0,4460668.0,88.0,77.0,,74.0,2021-04-01,2023-12-31,2023-05-28
LBR,3903802.0,1987.0,3730967.0,4460668.0,88.0,77.0,,74.0,2021-04-01,2023-12-31,2023-06-25
LBR,3903802.0,1987.0,3730967.0,4460668.0,88.0,77.0,,74.0,2021-04-01,2023-12-31,2023-07-30
LBR,3903802.0,1987.0,3730967.0,4460668.0,88.0,77.0,,74.0,2021-04-01,2023-12-31,2023-08-27
LBR,3903802.0,1987.0,3730967.0,4460668.0,88.0,77.0,,74.0,2021-04-01,2023-12-31,2023-09-24
LBR,3903802.0,1987.0,3730967.0,4460668.0,88.0,77.0,,74.0,2021-04-01,2023-12-31,2023-10-29
LBR,3903802.0,1987.0,3730967.0,4460668.0,88.0,77.0,,74.0,2021-04-01,2023-12-31,2023-11-26
LBR,3903802.0,1987.0,3730967.0,4460668.0,88.0,77.0,,74.0,2021-04-01,2023-12-31,2023-12-31
LBY,63878.0,,,63878.0,1.0,1.0,,,2021-04-11,2023-12-31,2021-04-25
LBY,222911.0,,,222911.0,3.0,3.0,,,2021-04-11,2023-12-31,2021-05-30
LBY,379404.0,,,379404.0,6.0,6.0,,,2021-04-11,2023-12-31,2021-06-27
LBY,595716.0,,21944.0,617660.0,9.0,9.0,,,2021-04-11,2023-12-31,2021-07-25
LBY,1017059.0,,65730.0,1082789.0,16.0,15.0,,1.0,2021-04-11,2023-12-31,2021-08-29
LBY,1386933.0,,211958.0,1598892.0,23.0,20.0,,3.0,2021-04-11,2023-12-31,2021-09-26
LBY,1538920.0,,427643.0,1966563.0,29.0,22.0,,6.0,2021-04-11,2023-12-31,2021-10-31
LBY,1689977.0,,655318.0,2345296.0,34.0,25.0,,10.0,2021-04-11,2023-12-31,2021-11-28
LBY,1864925.0,,840540.0,2705465.0,39.0,27.0,,12.0,2021-04-11,2023-12-31,2021-12-26
